11-06-2023,18:53:11,57.00,25.80,1003
11-06-2023,19:03:11,57.00,25.80,1003
11-06-2023,19:13:11,57.00,25.30,1003
11-06-2023,19:23:10,57.00,25.30,1003
11-06-2023,19:33:10,57.00,25.80,1004
11-06-2023,19:43:09,57.00,26.20,1004
11-06-2023,19:53:09,58.00,26.70,1002
11-06-2023,20:03:09,60.00,26.70,1003
11-06-2023,20:13:08,60.00,26.70,1001
11-06-2023,20:23:08,61.00,26.70,1002
11-06-2023,20:33:07,61.00,27.10,1004
11-06-2023,20:43:07,62.00,27.10,1003
11-06-2023,20:53:07,63.00,27.00,1001
11-06-2023,21:03:06,63.00,26.70,1001
11-06-2023,21:13:06,64.00,26.70,1000
11-06-2023,21:23:06,64.00,26.70,1003
11-06-2023,21:33:05,64.00,26.70,1003
11-06-2023,21:43:05,63.00,26.70,1002
11-06-2023,21:53:04,63.00,27.10,1001
11-06-2023,22:03:04,63.00,27.10,1002
11-06-2023,22:13:04,63.00,27.10,1003
11-06-2023,22:23:03,63.00,27.10,1004
11-06-2023,22:30:26,64.00,27.60,1001
12-06-2023,12:21:28,52.00,21.80,1002
12-06-2023,12:21:30,51.00,21.80,1003
12-06-2023,12:21:41,52.00,21.80,1002
12-06-2023,12:21:48,51.00,21.80,1005
